no,url_id,link,location_name,category,address,rating,number_of_ratings,price_range_per_person,reported_by_people,range_price,percentage,monday_open,monday_close,tuesday_open,tuesday_close,wednesday_open,wednesday_close,thursday_open,thursday_close,friday_open,friday_close,saturday_open,saturday_close,sunday_open,sunday_close
75,0x2e69c5e0cfdb5f99:0xddfb1a7ab7d1b17d,https://www.google.com/maps/place/KOPI+KLAN+-+Beo/data=!4m7!3m6!1s0x2e69c5e0cfdb5f99:0xddfb1a7ab7d1b17d!8m2!3d-6.5704844!4d106.8018843!16s%2Fg%2F11t6wzy2j1!19sChIJmV_bz-DFaS4RfbHRt3oa-90?authuser=0&hl=en&rclk=1,"KOPI KLAN - Beo","Coffee shop","Jl. Beo No.7, Tanah Sareal, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16161",4.6,444,"Rp 25-50K",167,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","8%, 54%, 26%, 7%","6.00 am","10.00 pm","6.00 am","10.00 pm","6.00 am","10.00 pm","6.00 am","10.00 pm","6.00 am","10.00 pm","6.00 am","10.00 pm","6.00 am","10.00 pm"
76,0x2e69c46f23271815:0xf635016d38cc2fd,https://www.google.com/maps/place/The+Classic+Cafe+Bogor/data=!4m7!3m6!1s0x2e69c46f23271815:0xf635016d38cc2fd!8m2!3d-6.560503!4d106.7846437!16s%2Fg%2F11c5xqd8sg!19sChIJFRgnI2_EaS4R_cKM0xZQYw8?authuser=0&hl=en&rclk=1,"The Classic Cafe Bogor",Cafe,"Jl. Pelita Jaya Ⅲ No.2, Kedung Jaya, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16164",4.7,169,"Rp 25-50K",9,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000","11%, 78%, 11%","7.00 am","7.00 pm","7.00 am","7.00 pm",Closed,Closed,"Open 24 hours","Open 24 hours","7.00 am","7.00 pm","7.00 am","7.00 pm","7.00 am","7.00 pm"
77,0x2e69c5ace81e62fb:0x87a1a6d081a95e47,https://www.google.com/maps/place/Kopi+Nako+Djuanda+Bogor/data=!4m7!3m6!1s0x2e69c5ace81e62fb:0x87a1a6d081a95e47!8m2!3d-6.6014859!4d106.7948799!16s%2Fg%2F11tdw9tpy2!19sChIJ-2Ie6KzFaS4RR16pgdCmoYc?authuser=0&hl=en&rclk=1,"Kopi Nako Djuanda Bogor","Coffee shop","9QXW+C27, RT.01/RW.07, Paledang, Bogor Tengah, Bogor City, West Java 16122",4.6,75,"Rp 25-50K",32,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","19%, 69%, 0%, 13%","8.00 am","9.00 pm","8.00 am","9.00 pm","8.00 am","9.00 pm","8.00 am","9.00 pm","8.00 am","9.00 pm","8.00 am","9.00 pm","8.00 am","9.00 pm"
78,0x2e69c5be774f2d03:0x97cc38f7a63775d9,https://www.google.com/maps/place/Vivere+Coffee/data=!4m7!3m6!1s0x2e69c5be774f2d03:0x97cc38f7a63775d9!8m2!3d-6.5977051!4d106.8058286!16s%2Fg%2F11vfbfgp_x!19sChIJAy1Pd77FaS4R2XU3pvc4zJc?authuser=0&hl=en&rclk=1,"Vivere Coffee","Coffee shop","Jl. Taman Malabar No.20a, Babakan, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16129",4.8,14,"Rp 25-50K",9,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000","22%, 67%, 11%",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
79,0x2e69c53c6b0154b5:0x430d5c76404e5f1b,https://www.google.com/maps/place/Stockholm+Syndrome/data=!4m7!3m6!1s0x2e69c53c6b0154b5:0x430d5c76404e5f1b!8m2!3d-6.614055!4d106.8129772!16s%2Fg%2F11gyb_nw3g!19sChIJtVQBazzFaS4RG19OQHZcDUM?authuser=0&hl=en&rclk=1,"Stockholm Syndrome","Coffee shop","Jl. Pulo Armin No.15, Baranangsiang, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16143",4.5,994,"Rp 50-100K",162,"Rp 1-50.000, Rp 50.000-100.000, Rp 100.000-150.000","9%, 58%, 28%","7.00 am","8.00 pm","7.00 am","8.00 pm","7.00 am","8.00 pm","7.00 am","8.00 pm","7.00 am","8.00 pm","8.00 am","9.00 pm","8.00 am","9.00 pm"
80,0x2e69c573bb692be3:0x26bf5fbe37d2531f,https://www.google.com/maps/place/Lili+seduh+saji/data=!4m7!3m6!1s0x2e69c573bb692be3:0x26bf5fbe37d2531f!8m2!3d-6.5963156!4d106.806075!16s%2Fg%2F11q2hwtyxz!19sChIJ4ytpu3PFaS4RH1PSN75fvyY?authuser=0&hl=en&rclk=1,"Lili seduh saji",Cafe,"Jl. Taman Malabar No.5, RT.01/RW.04, Babakan, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16128",4.8,183,"Rp 25-50K",46,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000","9%, 76%, 13%",Closed,Closed,"8.00 am","9.00 pm","8.00 am","9.00 pm","8.00 am","9.00 pm","8.00 am","9.00 pm","8.00 am","9.00 pm","8.00 am","9.00 pm"
81,0x2e69c53c88f7cd9d:0xbf3d796c7e0a6909,https://www.google.com/maps/place/Kafe+Studente+Yasmin/data=!4m7!3m6!1s0x2e69c53c88f7cd9d:0xbf3d796c7e0a6909!8m2!3d-6.5611524!4d106.7659084!16s%2Fg%2F11flt1d1mf!19sChIJnc33iDzFaS4RCWkKfmx5Pb8?authuser=0&hl=en&rclk=1,"Kafe Studente Yasmin","Coffee shop","Ringroad Utara, Jl. KH. R. Abdullah Bin Nuh Jl. Ring Road Taman Yasmin, Curugmekar, Kec. Bogor Bar., Kota Bogor, Jawa Barat 16118",4.8,493,"Rp 25-50K",78,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","3%, 46%, 33%, 17%","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm"
82,0x2e69c5ffb43afb5b:0x2ee5d5f90c61fe4b,https://www.google.com/maps/place/RP+House+BOGOR+by+KOPI+KAMU/data=!4m7!3m6!1s0x2e69c5ffb43afb5b:0x2ee5d5f90c61fe4b!8m2!3d-6.5842442!4d106.8002797!16s%2Fg%2F11g0gcqql0!19sChIJW_s6tP_FaS4RS_5hDPnV5S4?authuser=0&hl=en&rclk=1,"RP House BOGOR by KOPI KAMU","Coffee shop","Jl. Ciremei Ujung No.20, RT.05/RW.03, Bantarjati, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16153",4.8,27,"Rp 25-50K",3,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000","0%, 100%, 0%","9.00 am","8.00 pm",Closed,Closed,"9.00 am","8.00 pm","9.00 am","8.00 pm","9.00 am","8.00 pm","9.00 am","8.00 pm","9.00 am","8.00 pm"
83,0x2e69c53ab75dcbf5:0x45dee8d04996110,https://www.google.com/maps/place/High+%26+Dry+Coffee+Company/data=!4m7!3m6!1s0x2e69c53ab75dcbf5:0x45dee8d04996110!8m2!3d-6.6075948!4d106.7948644!16s%2Fg%2F11qpzqhq9j!19sChIJ9ctdtzrFaS4REGGZBI3uXQQ?authuser=0&hl=en&rclk=1,"High & Dry Coffee Company","Coffee shop","Jl. Empang No.12, Empang, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16132",4.9,56,"Rp 1-25.000",17,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000","65%, 35%, 0%","7.00 am","8.00 pm","7.00 am","8.00 pm","7.00 am","8.00 pm","7.00 am","8.00 pm","7.00 am","8.00 pm","7.00 am","8.00 pm","7.00 am","8.00 pm"
84,0x2e69c5e09ed5057d:0x4ae24b5e79d72c09,https://www.google.com/maps/place/BUITENS/data=!4m7!3m6!1s0x2e69c5e09ed5057d:0x4ae24b5e79d72c09!8m2!3d-6.5698506!4d106.8000277!16s%2Fg%2F11jsznnzmj!19sChIJfQXVnuDFaS4RCSzXeV5L4ko?authuser=0&hl=en&rclk=1,BUITENS,Cafe,"Jl. Puter No.07, RT.03/RW.06, Tanah Sareal, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16161",4.6,194,"Rp 25-50K",90,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","0%, 39%, 38%, 16%","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","8.00 am","10.30 pm","8.00 am","10.30 pm"
85,0x2e69c5e896a95651:0x6d5aafa75bd5ebc8,https://www.google.com/maps/place/Point+Coffee/data=!4m7!3m6!1s0x2e69c5e896a95651:0x6d5aafa75bd5ebc8!8m2!3d-6.6099558!4d106.7924786!16s%2Fg%2F11hfqxc2t3!19sChIJUVaplujFaS4RyOvVW6evWm0?authuser=0&hl=en&rclk=1,"Point Coffee","Coffee shop","Jl. Kapten Yusuf No.11, RT.02/RW.08, RT.02/RW.08, Kp. Parung Jambu, Pasir Jaya, Kec. Bogor Bar., Kota Bogor, Jawa Barat 16119",4.7,27,"Rp 25-50K",4,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000","25%, 75%, 0%","9.00 am","9.00 pm","9.00 am","9.00 pm","9.00 am","9.00 pm","9.00 am","9.00 pm","9.00 am","9.00 pm","9.00 am","9.00 pm","9.00 am","9.00 pm"
86,0x2e69c56d719e6b49:0x2f85aa9073895aec,https://www.google.com/maps/place/Popolo+Coffee+Mini/data=!4m7!3m6!1s0x2e69c56d719e6b49:0x2f85aa9073895aec!8m2!3d-6.6092842!4d106.8169335!16s%2Fg%2F11mpfw8t65!19sChIJSWuecW3FaS4R7FqJc5CqhS8?authuser=0&hl=en&rclk=1,"Popolo Coffee Mini","Coffee shop","Jl. Rena Wijaya, RT.08/RW.14, Baranangsiang, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16143",4.7,303,"Rp 25-50K",94,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","2%, 54%, 32%, 9%","9.00 am","8.00 pm","9.00 am","8.00 pm","9.00 am","8.00 pm","9.00 am","8.00 pm","9.00 am","8.00 pm","8.00 am","8.00 pm",Closed,Closed
87,0x2e69c72f564dcf9f:0x5b685c1333eab7eb,https://www.google.com/maps/place/Point+Coffee/data=!4m7!3m6!1s0x2e69c72f564dcf9f:0x5b685c1333eab7eb!8m2!3d-6.5756508!4d106.8381015!16s%2Fg%2F11fl3yc02d!19sChIJn89NVi_HaS4R67fqMxNcaFs?authuser=0&hl=en&rclk=1,"Point Coffee","Coffee shop","Cimahpar, Bogor Utara, Bogor City, West Java 16710",4.6,644,"Rp 25-50K",71,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","27%, 59%, 6%, 6%","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours"
88,0x2e69c54099124615:0x24bba5258fd7cc7,https://www.google.com/maps/place/AR+Carwash+%26+KumenAnti+Coffee/data=!4m7!3m6!1s0x2e69c54099124615:0x24bba5258fd7cc7!8m2!3d-6.5661295!4d106.7841432!16s%2Fg%2F11rfkjqbfj!19sChIJFUYSmUDFaS4Rx3z9WFK6SwI?authuser=0&hl=en&rclk=1,"AR Carwash & KumenAnti Coffee","Coffee shop","Jl. Raya Taman Cimanggu No.47A, RT.03/RW.15, Kedung Waringin, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16163",4.5,341,"Rp 25-50K",70,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","3%, 60%, 27%, 9%","7.30 am","9.00 pm","7.30 am","9.00 pm","7.30 am","9.00 pm","7.30 am","9.00 pm","7.30 am","9.00 pm","7.30 am","10.00 pm","7.30 am","10.00 pm"
89,0x2e69c58817e59f5d:0x63dcdff7e09296db,https://www.google.com/maps/place/Cinta+Lagi+Coffee/data=!4m7!3m6!1s0x2e69c58817e59f5d:0x63dcdff7e09296db!8m2!3d-6.623332!4d106.8119008!16s%2Fg%2F11k2bbqqhc!19sChIJXZ_lF4jFaS4R25aS4Pff3GM?authuser=0&hl=en&rclk=1,"Cinta Lagi Coffee","Coffee shop","Jl. Lawang Gintung No.57, RT.02/RW.06, Lawanggintung, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16134",4.6,194,"Rp 25-50K",21,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","5%, 71%, 5%, 10%","9.01 am","9.00 pm","9.01 am","9.00 pm","9.01 am","9.00 pm","9.01 am","9.00 pm","9.01 am","9.00 pm","9.01 am","9.00 pm","9.01 am","9.00 pm"
90,0x2e69c5eac080f527:0x2e4b61c1adb47cda,https://www.google.com/maps/place/UD.+Djaya+Coffee+House+-+Puter/data=!4m7!3m6!1s0x2e69c5eac080f527:0x2e4b61c1adb47cda!8m2!3d-6.5702285!4d106.7999783!16s%2Fg%2F11t5xh3l2r!19sChIJJ_WAwOrFaS4R2ny0rcFhSy4?authuser=0&hl=en&rclk=1,"UD. Djaya Coffee House - Puter","Coffee shop","Jl. Puter No.4, Tanah Sareal, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16161",4.8,374,"Rp 25-50K",160,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","4%, 63%, 25%, 6%","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm"
91,0x2e69c52940856c0d:0x487d22e2073feec4,https://www.google.com/maps/place/Genus+Coffee+%26+Boutique/data=!4m7!3m6!1s0x2e69c52940856c0d:0x487d22e2073feec4!8m2!3d-6.5611108!4d106.7494972!16s%2Fg%2F11scn63mr5!19sChIJDWyFQCnFaS4RxO4_B-IifUg?authuser=0&hl=en&rclk=1,"Genus Coffee & Boutique","Coffee shop","Jl. Raya Cifor No.8, RT.01/RW.05, Situgede, Kec. Bogor Bar., Kota Bogor, Jawa Barat 16115",4.8,597,"Rp 25-50K",183,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","5%, 58%, 25%, 7%","9.00 am","11.30 pm","9.00 am","11.30 pm","9.00 am","11.30 pm","9.00 am","11.30 pm","10.00 am","11.30 pm","9.00 am","11.30 pm","9.00 am","11.30 pm"
92,0x2e69c51aed89f507:0x4b017a155192acab,https://www.google.com/maps/place/1996+Coffee+%26+Talk/data=!4m7!3m6!1s0x2e69c51aed89f507:0x4b017a155192acab!8m2!3d-6.5698722!4d106.8118357!16s%2Fg%2F11h54gmy3z!19sChIJB_WJ7RrFaS4Rq6ySURV6AUs?authuser=0&hl=en&rclk=1,"1996 Coffee & Talk","Coffee shop","Jl. Achmad Adnawijaya No.9, RT.06/RW.15, Bantarjati, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16153",4.8,51,NULL,NULL,NULL,NULL,"9.30 am","11.00 pm","9.30 am","11.00 pm","9.30 am","11.00 pm","9.30 am","11.00 pm","9.30 am","12.00 am","9.30 am","12.00 am","9.30 am","11.00 pm"
93,0x2e69c573bb692be3:0x26bf5fbe37d2531f,https://www.google.com/maps/place/Lili+seduh+saji/data=!4m7!3m6!1s0x2e69c573bb692be3:0x26bf5fbe37d2531f!8m2!3d-6.5963156!4d106.806075!16s%2Fg%2F11q2hwtyxz!19sChIJ4ytpu3PFaS4RH1PSN75fvyY?authuser=0&hl=en&rclk=1,"Lili seduh saji",Cafe,"Jl. Taman Malabar No.5, RT.01/RW.04, Babakan, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16128",4.8,183,"Rp 25-50K",46,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000","9%, 76%, 13%",Closed,Closed,"8.00 am","9.00 pm","8.00 am","9.00 pm","8.00 am","9.00 pm","8.00 am","9.00 pm","8.00 am","9.00 pm","8.00 am","9.00 pm"
94,0x2e69c5bd6fd82295:0x82b9afc1f30eefb0,https://www.google.com/maps/place/Kopi+Kenangan+-+Ruko+Sudirman+Bogor/data=!4m7!3m6!1s0x2e69c5bd6fd82295:0x82b9afc1f30eefb0!8m2!3d-6.5818811!4d106.7969521!16s%2Fg%2F11rf7mgjj5!19sChIJlSLYb73FaS4RsO8O88GvuYI?authuser=0&hl=en&rclk=1,"Kopi Kenangan - Ruko Sudirman Bogor","Coffee shop","Jl. Jend. Sudirman No.60, RT.03/RW.05, Sempur, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16121",4.6,126,"Rp 25-50K",35,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000","34%, 49%, 11%","9.00 am","9.00 pm","9.00 am","9.00 pm","9.00 am","9.00 pm","9.00 am","9.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm"
95,0x2e69c51629f05fcf:0xfeecf5f3e96d44aa,https://www.google.com/maps/place/UD.+Djaya+Coffee+House+-+Cimanggu/data=!4m7!3m6!1s0x2e69c51629f05fcf:0xfeecf5f3e96d44aa!8m2!3d-6.564085!4d106.7886793!16s%2Fg%2F11r3tv9js6!19sChIJz1_wKRbFaS4RqkRt6fP17P4?authuser=0&hl=en&rclk=1,"UD. Djaya Coffee House - Cimanggu","Coffee shop","Jl. Singosari, Jl. Dahlia Mesjid Blk. A1 Perumahan Cimanggu Permai No.1, RT.04/RW.06, Kedung Jaya, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16164",4.8,148,"Rp 25-50K",30,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000","17%, 67%, 17%","8.00 am","9.00 pm","8.00 am","9.00 pm","8.00 am","9.00 pm","8.00 am","9.00 pm","8.00 am","9.00 pm","8.00 am","9.00 pm","8.00 am","9.00 pm"
96,0x2e69c5f34a6feb0b:0x7ad31a283bbccf91,https://www.google.com/maps/place/DARI+BHUMI/data=!4m7!3m6!1s0x2e69c5f34a6feb0b:0x7ad31a283bbccf91!8m2!3d-6.572731!4d106.8029708!16s%2Fg%2F11sdz6ps42!19sChIJC-tvSvPFaS4Rkc-8Oyga03o?authuser=0&hl=en&rclk=1,"DARI BHUMI","Coffee shop","Jl. A. Yani No.94 B, RT.01/RW.03, Tanah Sareal, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16161",4.6,93,"Rp 25-50K",31,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000, Rp 100.000-125.000","6%, 39%, 23%, 6%, 6%","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours"
97,0x2e69c5fdfd540001:0x771bdfe6ad283e4f,https://www.google.com/maps/place/Eiger+Coffee/data=!4m7!3m6!1s0x2e69c5fdfd540001:0x771bdfe6ad283e4f!8m2!3d-6.6224367!4d106.8171173!16s%2Fg%2F11p068_wbl!19sChIJAQBU_f3FaS4RTz4orebfG3c?authuser=0&hl=en&rclk=1,"Eiger Coffee","Coffee shop","Jl. Siliwangi No.70, RW.04, Sukasari, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16131",4.5,30,"Rp 25-50K",14,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000, Rp 100.000-125.000","14%, 71%, 0%, 7%, 7%","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm"
98,0x2e69c5c31b86f68d:0x575de4275161de4e,https://www.google.com/maps/place/Kopi+Kebun+Coffee+Crafter/data=!4m7!3m6!1s0x2e69c5c31b86f68d:0x575de4275161de4e!8m2!3d-6.5677224!4d106.8022075!16s%2Fg%2F11h3zphjk2!19sChIJjfaGG8PFaS4RTt5hUSfkXVc?authuser=0&hl=en&rclk=1,"Kopi Kebun Coffee Crafter","Coffee shop","Jl. Ciung No.3, RT.04/RW.05, Tanah Sareal, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16161",4.8,104,"Rp 25-50K",11,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000","27%, 64%, 9%","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","12.00 am","8.00 am","12.00 am","8.00 am","10.00 pm"
99,0x2e69c5f1478fd1e1:0x6aa09ce0b570e5a5,https://www.google.com/maps/place/Cafe+de+Aut/data=!4m7!3m6!1s0x2e69c5f1478fd1e1:0x6aa09ce0b570e5a5!8m2!3d-6.6098269!4d106.8044633!16s%2Fg%2F11hmsjvr8m!19sChIJ4dGPR_HFaS4RpeVwteCcoGo?authuser=0&hl=en&rclk=1,"Cafe de Aut",Cafe,"Suryakencana St No.287, RT.04/RW.02, Babakan Pasar, Bogor Tengah, Bogor City, West Java 16123",4.9,194,"Rp 25-50K",91,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000","10%, 74%, 9%",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,0x2e69c507df3a3189:0x369ac4c458a71f24,https://www.google.com/maps/place/Koffie+By+Sarah+%28KBS%29/data=!4m7!3m6!1s0x2e69c507df3a3189:0x369ac4c458a71f24!8m2!3d-6.6229122!4d106.8249575!16s%2Fg%2F11ns91y8dy!19sChIJiTE63wfFaS4RJB-nWMTEmjY?authuser=0&hl=en&rclk=1,"Koffie By Sarah (KBS)",Cafe,"Jl. Parung Banteng No.89, RT.02/RW.01, Katulampa, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16144",4.8,287,"Rp 25-50K",58,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","3%, 47%, 34%, 9%",Closed,Closed,"9.00 am","8.00 pm","9.00 am","8.00 pm","9.00 am","8.00 pm","9.00 am","8.00 pm","8.30 am","9.00 pm","8.30 am","8.00 pm"
